SampleId,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
7126,39,services,married,secondary,no,1142,yes,no,unknown,6,may,276,1,-1,0,unknown,False
7127,46,housemaid,married,tertiary,no,184,no,no,cellular,3,jun,167,1,-1,0,unknown,False
7128,38,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,2,-1,0,unknown,False
7129,53,unknown,married,secondary,no,16,no,no,unknown,9,jun,100,1,-1,0,unknown,False
7130,49,self-employed,married,secondary,no,-199,yes,yes,cellular,29,jan,385,1,-1,0,unknown,False
7131,33,unemployed,married,secondary,yes,-108,yes,yes,cellular,19,nov,286,3,-1,0,unknown,False
7132,34,technician,married,secondary,no,1005,no,no,cellular,26,aug,209,7,-1,0,unknown,False
7133,41,services,married,secondary,no,-141,yes,yes,unknown,2,jun,243,3,-1,0,unknown,False
7134,45,unemployed,married,tertiary,no,579,yes,no,cellular,30,jul,141,2,-1,0,unknown,False
7135,39,management,married,tertiary,no,278,no,yes,cellular,28,jul,60,3,-1,0,unknown,False
7136,43,management,divorced,tertiary,no,1133,yes,no,cellular,5,may,131,1,-1,0,unknown,False
7137,47,admin.,married,secondary,no,257,yes,no,unknown,15,may,484,11,-1,0,unknown,False
7138,48,management,married,secondary,yes,-998,yes,no,cellular,18,nov,173,1,-1,0,unknown,False
7139,53,management,married,tertiary,no,2327,no,no,cellular,8,aug,94,2,-1,0,unknown,False
7140,49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success,True
7141,43,admin.,single,secondary,no,91,no,yes,unknown,1,jul,110,2,-1,0,unknown,False
7142,29,services,single,unknown,no,-70,yes,yes,cellular,12,may,146,1,356,1,failure,False
7143,46,blue-collar,married,primary,no,684,yes,no,unknown,29,may,414,2,-1,0,unknown,False
7144,56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,556,1,181,2,other,True
7145,55,technician,married,secondary,no,445,no,no,cellular,4,aug,99,2,-1,0,unknown,False
7146,28,blue-collar,single,secondary,no,2486,yes,no,telephone,18,may,26,5,354,1,success,False
7147,52,blue-collar,married,secondary,no,1500,no,yes,unknown,20,jun,109,3,-1,0,unknown,False
7148,50,management,married,tertiary,no,6739,yes,no,cellular,14,jul,68,3,-1,0,unknown,False
7149,50,management,married,tertiary,no,1597,no,no,cellular,19,nov,374,2,-1,0,unknown,False
7150,34,management,married,tertiary,no,611,no,no,cellular,2,jun,350,1,-1,0,unknown,True
7151,31,management,married,tertiary,no,4015,yes,no,cellular,2,feb,95,2,241,3,other,False
7152,35,admin.,married,secondary,no,3863,yes,no,cellular,20,nov,239,1,-1,0,unknown,False
7153,49,services,single,secondary,no,133,no,no,unknown,11,jun,319,6,-1,0,unknown,False
7154,44,blue-collar,married,primary,no,0,no,no,unknown,11,jun,112,2,-1,0,unknown,False
7155,37,blue-collar,married,primary,no,403,yes,no,cellular,8,may,318,2,338,1,success,False
7156,32,services,married,secondary,no,0,yes,yes,unknown,7,may,255,2,-1,0,unknown,False
7157,40,management,single,tertiary,no,-50,yes,no,cellular,12,may,306,2,350,1,failure,False
7158,31,technician,single,tertiary,no,1214,no,no,cellular,3,feb,39,1,-1,0,unknown,False
7159,59,management,single,tertiary,no,623,yes,no,cellular,7,jul,212,4,-1,0,unknown,False
7160,52,management,single,tertiary,no,556,no,no,cellular,13,aug,733,6,-1,0,unknown,False
7161,40,self-employed,single,tertiary,no,265,no,no,cellular,5,feb,121,3,-1,0,unknown,False
7162,28,technician,single,secondary,no,113,no,no,cellular,30,apr,108,1,-1,0,unknown,False
7163,27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,True
7164,27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown,False
7165,32,management,married,secondary,no,134,no,no,cellular,21,aug,181,4,-1,0,unknown,False
7166,41,technician,married,secondary,no,2125,yes,yes,cellular,21,nov,285,3,116,4,failure,False
7167,42,housemaid,married,primary,no,1371,no,no,unknown,18,jun,125,8,-1,0,unknown,False
7168,37,technician,married,secondary,no,432,yes,no,cellular,6,jul,386,3,776,55,failure,True
7169,33,admin.,married,secondary,no,48,yes,no,cellular,18,may,164,5,294,3,failure,False
7170,38,admin.,married,secondary,no,8,yes,no,unknown,7,may,125,1,-1,0,unknown,False
7171,41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,False
7172,35,management,single,tertiary,no,687,yes,no,unknown,30,may,166,2,-1,0,unknown,False
7173,56,technician,married,secondary,no,2847,no,no,cellular,8,apr,327,1,-1,0,unknown,True
7174,38,blue-collar,married,primary,no,506,yes,yes,unknown,12,jun,122,1,-1,0,unknown,False
7175,48,entrepreneur,married,secondary,no,4037,no,no,unknown,6,jun,23,1,-1,0,unknown,False
7176,60,retired,married,primary,no,17413,no,no,unknown,9,jun,200,1,-1,0,unknown,False
7177,35,management,married,tertiary,no,298,yes,no,unknown,3,jun,281,7,-1,0,unknown,False
7178,34,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure,True
7179,44,management,married,tertiary,no,7454,no,no,unknown,5,jun,243,1,-1,0,unknown,False
7180,25,admin.,single,secondary,no,61,yes,no,unknown,9,may,345,9,-1,0,unknown,False
7181,53,entrepreneur,married,secondary,no,230,yes,no,cellular,4,feb,56,2,250,1,other,False
7182,29,management,single,tertiary,no,502,no,no,cellular,8,jul,968,1,87,5,failure,True
7183,29,admin.,married,secondary,no,688,yes,no,unknown,21,may,211,1,-1,0,unknown,False
7184,30,management,single,tertiary,no,62,yes,no,cellular,29,jul,90,5,-1,0,unknown,False
7185,31,management,single,tertiary,no,515,no,no,cellular,1,jun,296,5,-1,0,unknown,True
7186,30,services,married,secondary,no,78,yes,no,cellular,6,may,198,1,-1,0,unknown,False
7187,56,retired,married,primary,no,-1,no,no,cellular,27,aug,89,23,-1,0,unknown,False
7188,27,admin.,single,secondary,no,1327,no,no,cellular,12,apr,339,1,241,9,other,False
7189,35,services,married,secondary,no,843,yes,no,unknown,27,may,120,2,-1,0,unknown,False
7190,34,blue-collar,married,secondary,no,1412,yes,yes,cellular,18,nov,149,1,175,2,failure,False
7191,42,blue-collar,married,primary,no,46,yes,no,unknown,17,jun,130,6,-1,0,unknown,False
7192,48,management,married,primary,no,427,no,no,cellular,17,nov,62,1,-1,0,unknown,False
7193,31,technician,single,secondary,no,4040,yes,no,unknown,2,jun,213,2,-1,0,unknown,False
7194,34,technician,married,secondary,no,-173,no,no,cellular,28,aug,85,2,-1,0,unknown,False
7195,32,blue-collar,married,primary,no,827,yes,no,unknown,23,may,230,2,-1,0,unknown,False
7196,53,admin.,married,secondary,no,172,no,no,cellular,19,aug,80,6,-1,0,unknown,False
7197,32,admin.,divorced,secondary,no,1288,yes,no,cellular,12,may,286,1,-1,0,unknown,False
7198,39,admin.,divorced,secondary,no,160,yes,no,cellular,5,aug,156,1,-1,0,unknown,False
7199,49,blue-collar,married,primary,no,0,yes,no,cellular,7,aug,76,3,-1,0,unknown,False
7200,49,blue-collar,married,secondary,no,1111,yes,yes,cellular,14,apr,104,3,-1,0,unknown,False
7201,48,technician,married,secondary,no,1548,no,no,cellular,28,aug,143,5,-1,0,unknown,False
7202,39,services,divorced,secondary,no,282,yes,no,cellular,17,jul,243,1,-1,0,unknown,False
7203,34,services,married,secondary,no,-508,yes,no,cellular,21,nov,144,6,185,2,failure,False
7204,25,student,single,secondary,no,1116,yes,no,cellular,2,mar,170,3,-1,0,unknown,False
7205,55,technician,divorced,secondary,no,689,yes,no,cellular,6,aug,174,4,-1,0,unknown,False
7206,61,management,married,secondary,no,1471,no,no,cellular,12,aug,331,2,-1,0,unknown,False
7207,44,management,married,tertiary,no,332,yes,no,cellular,23,jul,497,5,-1,0,unknown,False
7208,55,services,married,secondary,no,96,no,no,telephone,30,jul,340,2,-1,0,unknown,False
7209,33,management,single,secondary,no,99,yes,no,unknown,26,may,160,11,-1,0,unknown,False
7210,33,technician,single,secondary,no,-409,yes,no,unknown,28,may,96,1,-1,0,unknown,False
7211,33,blue-collar,single,secondary,no,3975,yes,yes,cellular,17,apr,515,1,150,1,other,False
7212,33,entrepreneur,married,primary,no,82,yes,no,cellular,18,nov,63,2,-1,0,unknown,False
7213,38,technician,single,secondary,no,553,yes,no,cellular,15,may,178,2,270,8,other,False
7214,42,blue-collar,single,primary,no,1401,yes,no,unknown,19,jun,69,1,-1,0,unknown,False
7215,32,services,single,secondary,no,951,no,no,cellular,28,jan,77,1,-1,0,unknown,False
7216,59,retired,married,secondary,yes,49,no,yes,unknown,1,jul,602,4,-1,0,unknown,False
7217,53,services,married,secondary,no,367,yes,yes,unknown,13,may,284,2,-1,0,unknown,False
7218,29,technician,single,secondary,no,590,no,no,cellular,25,may,124,1,-1,0,unknown,True
7219,39,services,married,primary,no,1601,yes,no,cellular,21,nov,219,2,182,2,failure,False
7220,46,admin.,single,secondary,no,19,yes,yes,cellular,18,jul,328,1,-1,0,unknown,False
7221,34,admin.,married,unknown,no,3,yes,no,unknown,5,may,120,3,-1,0,unknown,False
7222,35,admin.,married,secondary,no,2374,yes,no,cellular,11,aug,765,2,183,5,success,True
7223,48,services,single,secondary,no,220,no,no,unknown,5,jun,1005,2,-1,0,unknown,False
7224,42,blue-collar,married,primary,no,1398,no,no,telephone,14,may,36,6,-1,0,unknown,False
7225,46,technician,married,secondary,no,0,no,no,unknown,6,jun,186,2,-1,0,unknown,False
7226,31,blue-collar,married,primary,no,1654,yes,no,cellular,18,may,288,1,-1,0,unknown,False
7227,39,technician,married,secondary,no,768,yes,yes,unknown,27,may,171,4,-1,0,unknown,False
7228,40,blue-collar,single,primary,no,2226,yes,no,telephone,14,may,7,7,-1,0,unknown,False
7229,41,services,married,secondary,no,1785,no,no,cellular,30,jul,225,7,-1,0,unknown,False
7230,44,services,married,secondary,no,1422,yes,no,unknown,20,may,129,8,-1,0,unknown,False
7231,40,management,married,tertiary,no,2471,yes,yes,cellular,23,jul,206,1,-1,0,unknown,False
7232,50,management,divorced,tertiary,no,60,no,no,cellular,19,aug,255,2,-1,0,unknown,False
7233,59,self-employed,divorced,tertiary,no,2979,yes,no,cellular,21,jul,118,3,-1,0,unknown,False
7234,35,services,married,secondary,no,819,yes,no,telephone,14,jul,102,14,-1,0,unknown,False
7235,35,admin.,married,secondary,no,3187,yes,no,cellular,3,apr,445,1,135,3,failure,False
7236,46,management,married,secondary,no,3570,no,no,cellular,13,aug,69,2,-1,0,unknown,False
7237,59,management,divorced,tertiary,no,3390,no,no,cellular,29,jul,43,2,-1,0,unknown,False
7238,43,admin.,divorced,secondary,no,57,no,no,unknown,11,jun,46,1,-1,0,unknown,False
7239,38,services,divorced,secondary,no,76,yes,no,cellular,17,apr,395,2,-1,0,unknown,False
7240,51,blue-collar,married,tertiary,no,2404,yes,no,telephone,20,nov,30,1,-1,0,unknown,False
7241,55,management,married,tertiary,no,1402,yes,no,cellular,17,nov,66,1,-1,0,unknown,False
7242,43,management,married,tertiary,no,2100,yes,no,cellular,21,nov,105,1,-1,0,unknown,False
7243,29,services,single,secondary,no,0,yes,no,unknown,20,may,227,9,-1,0,unknown,False
7244,31,blue-collar,single,secondary,no,324,yes,no,cellular,21,jul,167,4,-1,0,unknown,False
7245,50,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,144,9,-1,0,unknown,False
7246,33,admin.,divorced,tertiary,no,777,no,yes,cellular,25,may,344,1,-1,0,unknown,False
7247,30,management,married,tertiary,no,5204,yes,no,cellular,19,nov,117,1,-1,0,unknown,False
7248,35,technician,married,secondary,no,-180,no,yes,cellular,13,aug,823,2,-1,0,unknown,True
7249,42,blue-collar,married,primary,no,969,yes,no,cellular,13,may,721,1,-1,0,unknown,False
7250,52,blue-collar,married,primary,yes,0,no,no,cellular,23,jul,322,3,-1,0,unknown,False
7251,37,management,married,tertiary,no,1352,no,no,cellular,1,jun,93,1,347,1,success,False
7252,34,unemployed,married,secondary,no,428,yes,no,cellular,7,apr,221,2,267,3,other,False
7253,35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,True
7254,44,admin.,single,secondary,no,4492,no,yes,cellular,31,jul,19,13,-1,0,unknown,False
7255,37,management,married,tertiary,no,19,yes,no,cellular,7,may,580,2,-1,0,unknown,False
7256,49,entrepreneur,married,secondary,no,2655,no,no,cellular,17,nov,63,1,-1,0,unknown,False
7257,43,management,single,tertiary,no,1627,no,no,cellular,12,aug,105,4,-1,0,unknown,False
7258,40,technician,single,secondary,no,641,no,no,cellular,16,jul,156,6,-1,0,unknown,False
7259,52,blue-collar,married,unknown,no,-4,no,no,unknown,26,may,336,3,-1,0,unknown,False
7260,58,technician,married,secondary,no,471,yes,yes,telephone,21,jul,61,1,-1,0,unknown,False
7261,27,admin.,single,secondary,no,3629,no,no,cellular,16,jun,66,1,-1,0,unknown,False
7262,50,self-employed,married,secondary,no,10052,no,no,cellular,13,aug,665,2,-1,0,unknown,True
7263,39,management,divorced,tertiary,no,5988,yes,yes,cellular,6,aug,225,2,-1,0,unknown,False
7264,53,admin.,married,secondary,no,3765,no,no,unknown,20,jun,1094,3,-1,0,unknown,True
7265,33,services,married,secondary,no,39,yes,no,unknown,4,jun,66,4,-1,0,unknown,False
7266,55,services,married,secondary,no,1695,yes,no,unknown,3,jun,69,2,-1,0,unknown,False
7267,34,services,married,primary,no,31,no,yes,cellular,9,jul,53,3,-1,0,unknown,False
7268,40,management,single,tertiary,no,326,yes,no,unknown,28,may,64,1,-1,0,unknown,False
7269,48,admin.,divorced,secondary,no,955,yes,no,cellular,4,feb,108,2,265,3,other,False
7270,23,services,single,secondary,no,91,yes,no,unknown,16,may,374,2,-1,0,unknown,False
7271,39,blue-collar,married,secondary,no,-131,yes,yes,unknown,27,may,232,1,-1,0,unknown,False
7272,40,services,married,secondary,no,51,yes,no,cellular,11,may,50,1,-1,0,unknown,False
7273,29,blue-collar,married,primary,no,149,yes,no,cellular,15,may,242,2,-1,0,unknown,False
7274,26,student,single,tertiary,no,37,yes,no,unknown,8,may,108,1,-1,0,unknown,False
7275,32,management,married,secondary,no,625,yes,no,cellular,2,jun,352,1,56,2,failure,False
7276,47,technician,married,secondary,no,3973,no,no,cellular,6,aug,732,2,-1,0,unknown,False
7277,41,technician,married,secondary,no,1822,no,yes,cellular,31,jul,391,1,-1,0,unknown,False
7278,39,blue-collar,married,secondary,no,125,yes,no,unknown,8,may,142,1,-1,0,unknown,False
7279,45,admin.,married,primary,no,-407,yes,yes,cellular,29,jan,503,2,224,18,other,False
7280,44,management,married,tertiary,no,4968,yes,no,cellular,30,jul,76,14,-1,0,unknown,False
7281,31,technician,married,tertiary,no,19,yes,no,cellular,28,jul,243,31,-1,0,unknown,False
7282,41,technician,married,tertiary,no,725,yes,yes,unknown,27,may,87,3,-1,0,unknown,False
7283,36,unemployed,divorced,secondary,no,1366,no,yes,cellular,2,feb,131,1,-1,0,unknown,False
7284,28,admin.,married,secondary,no,788,yes,no,cellular,18,may,11,14,-1,0,unknown,False
7285,36,management,married,secondary,no,699,no,no,cellular,26,aug,20,8,-1,0,unknown,False
7286,45,blue-collar,divorced,secondary,no,77,yes,no,unknown,26,may,99,3,-1,0,unknown,False
7287,27,services,divorced,secondary,no,397,no,yes,cellular,30,jul,192,3,-1,0,unknown,False
7288,38,housemaid,married,secondary,no,316,no,no,cellular,22,aug,101,4,-1,0,unknown,False
7289,29,blue-collar,married,primary,no,50,no,no,cellular,8,jul,185,2,-1,0,unknown,False
7290,28,services,single,secondary,no,94,yes,no,cellular,16,apr,300,1,-1,0,unknown,False
7291,58,unemployed,married,tertiary,no,1333,no,no,cellular,1,oct,278,1,-1,0,unknown,False
7292,31,blue-collar,single,secondary,no,-190,yes,no,cellular,6,may,127,2,-1,0,unknown,False
7293,57,retired,married,primary,no,3594,no,no,unknown,5,jun,162,2,-1,0,unknown,False
7294,60,management,married,secondary,no,164,no,yes,cellular,8,jul,171,1,-1,0,unknown,False
7295,77,retired,married,secondary,no,610,no,no,cellular,13,aug,766,3,-1,0,unknown,False
7296,35,management,married,tertiary,no,1383,no,no,cellular,12,aug,143,2,-1,0,unknown,False
7297,55,retired,married,secondary,no,85,no,no,unknown,3,jul,228,2,-1,0,unknown,False
7298,33,management,married,tertiary,no,17946,yes,no,cellular,6,feb,195,5,259,1,failure,False
7299,59,management,single,tertiary,no,68,yes,no,unknown,28,may,176,2,-1,0,unknown,False
7300,32,management,married,tertiary,no,322,no,no,cellular,4,feb,101,1,-1,0,unknown,False
7301,51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,-1,0,unknown,False
7302,50,services,divorced,secondary,no,761,yes,no,unknown,19,may,169,1,-1,0,unknown,False
7303,49,blue-collar,married,primary,no,126,no,no,unknown,3,jul,60,1,-1,0,unknown,False
7304,31,entrepreneur,single,tertiary,no,150,yes,no,unknown,23,may,83,2,-1,0,unknown,False
7305,55,management,married,tertiary,no,0,yes,no,unknown,14,may,159,2,-1,0,unknown,False
7306,58,unemployed,married,secondary,no,1625,no,no,cellular,5,feb,286,2,-1,0,unknown,True
7307,53,management,married,tertiary,no,8563,yes,no,cellular,18,nov,69,1,-1,0,unknown,False
7308,46,blue-collar,married,primary,no,-271,yes,no,cellular,25,jul,65,2,-1,0,unknown,False
7309,31,technician,divorced,secondary,no,-1185,yes,no,unknown,16,jun,81,5,-1,0,unknown,False
7310,36,blue-collar,married,primary,no,199,yes,no,unknown,12,may,165,4,-1,0,unknown,False
7311,31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,True
7312,37,technician,single,secondary,no,18,no,no,unknown,12,jun,361,2,-1,0,unknown,False
7313,32,technician,single,secondary,no,10,yes,no,unknown,8,may,107,1,-1,0,unknown,False
7314,50,self-employed,married,secondary,no,306,no,no,unknown,19,jun,37,1,-1,0,unknown,False
7315,39,technician,married,secondary,no,603,no,yes,cellular,15,apr,214,1,-1,0,unknown,True
7316,25,technician,single,secondary,no,2704,yes,no,unknown,6,jun,63,3,-1,0,unknown,False
7317,36,technician,married,secondary,no,465,no,no,cellular,14,aug,85,1,-1,0,unknown,False
7318,35,blue-collar,single,secondary,no,406,yes,no,unknown,11,jun,126,12,-1,0,unknown,False
7319,44,services,married,tertiary,no,510,yes,no,unknown,5,may,421,4,-1,0,unknown,False
7320,33,blue-collar,married,primary,no,50,yes,no,cellular,7,may,246,2,-1,0,unknown,False
7321,33,management,single,tertiary,no,0,yes,no,cellular,2,feb,116,3,-1,0,unknown,False
7322,49,technician,single,tertiary,no,2585,no,no,unknown,11,jun,64,1,-1,0,unknown,False
7323,47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101,2,-1,0,unknown,False
7324,38,technician,married,secondary,no,1097,no,yes,cellular,7,aug,186,3,-1,0,unknown,False
7325,38,blue-collar,married,primary,no,-522,yes,yes,unknown,20,jun,18,22,-1,0,unknown,False
7326,36,technician,married,secondary,no,15485,no,no,cellular,26,may,83,1,42,1,success,False
7327,30,technician,married,tertiary,no,2166,no,no,cellular,12,jan,316,2,-1,0,unknown,True
7328,38,services,single,secondary,no,0,yes,no,unknown,27,may,166,2,-1,0,unknown,False
7329,31,blue-collar,divorced,secondary,no,15187,no,no,cellular,12,jun,127,2,-1,0,unknown,False
7330,34,admin.,single,secondary,no,296,no,no,cellular,7,jul,147,4,-1,0,unknown,False
7331,32,technician,single,secondary,no,0,yes,no,cellular,12,may,61,4,-1,0,unknown,False
7332,79,retired,married,secondary,no,4738,no,no,telephone,9,jul,151,5,-1,0,unknown,False
7333,46,management,single,secondary,no,295,yes,no,unknown,23,may,141,6,-1,0,unknown,False
7334,52,technician,divorced,primary,no,1500,no,no,unknown,15,may,148,3,-1,0,unknown,False
7335,58,retired,married,unknown,no,96,yes,no,unknown,5,may,616,1,-1,0,unknown,False
